5.5157e-05,1.039e-05,1.1912e-05,1.0169e-05,1.5766e-05,1.6179e-05,1.3732e-05,1.4887e-05,1.4742e-05,2.0724e-05,2.1339e-05,5.4455e-06,0.00014901,0.00039814,0.00012568,5.5403e-05,0.00019869,9.6775e-05,1.8781e-05,5.1106e-05,2.2288e-05,6.7391e-05,0.00029705,0.00030558,3.2525e-05,1.5858e-05,1.6235e-05,2.2395e-05,0.0001261,0.00029974,6.5844e-05,3.9341e-05,8.7449e-05,0.00011235,0.00012565,0.00017806,0.00012189,0.00011756,0.00026442,0.00015419,9.0532e-05,7.9505e-05,9.813e-05,0.00016194,0.00013209,4.8323e-05,3.1926e-05,0.00011325,9.1579e-05,1.8604e-05,4.3074e-05,3.3082e-05,2.4526e-05,0,0.00028035,0,0.00025277,0.00013752,5.4565e-05,2.4993e-05,4.1502e-05,4.8307e-06,1.6044e-05,2.8012e-05,3.8071e-05,1.2981e-05,2.1656e-05,0.00012088,8.1293e-05,0.00016683,4.1163e-05,9.7619e-05,4.9933e-05,2.0499e-05,9.5009e-06,0,0,0,2.1309e-05,3.1351e-05,4.7782e-05,7.8588e-05,5.4712e-05,0.00015743,0.0011424,0.00015182,5.5449e-05,6.9017e-05,0.00010428,0.00010458,0.00015723,0.00021382,0.00034734,0.0003847,0.00052615,0.0001424,8.2367e-05,9.3098e-05,6.1757e-05,1.5709e-05,4.2306e-05,0.00011133,0.00010969,0.00055557,0.00013203,0.00012952,0.00036718,0.00044834,0.00026553,0.0029921,0.0053202,0.0019062,0.00035868,0.00045138,0.00042951,4.3445e-05,9.4883e-05,0.00012411,0.00022089,0.00031321,0.00025585,0.00032162,0.0021232,0.002045,0.00030845,9.4981e-05,0.00041679,2.304e-05,0.00021982
6.2292e-05,8.3414e-06,2.5162e-05,2.0879e-05,3.1999e-05,3.3466e-05,3.1102e-05,3.2855e-05,3.1335e-05,2.9037e-05,3.2319e-05,2.7459e-05,0.00020271,0.00029163,8.4073e-05,0.0001046,0.00010843,6.6304e-05,4.8535e-05,7.7961e-05,4.8506e-05,0.00011445,0.00025153,0.00020984,4.4818e-05,2.6389e-05,4.3027e-05,5.5931e-05,0.00016674,0.00019027,8.6436e-05,7.4754e-05,0.00012995,0.00018752,0.00022293,0.00023148,0.00021975,0.00021105,0.0003342,0.00023192,0.00019105,0.00013882,0.00013136,0.00017046,0.00014585,7.6193e-05,4.6881e-05,0.00013299,0.00010197,5.8168e-05,9.7759e-05,7.3837e-05,6.484e-05,5.3224e-06,8.9691e-05,2.4216e-05,0.00038592,0.00018005,7.9016e-05,4.8363e-05,7.7548e-05,2.0595e-05,4.3423e-05,6.9002e-05,8.0209e-05,4.8104e-05,7.1485e-05,0.00011631,0.000115,0.00010703,5.1463e-05,7.1661e-05,7.5125e-05,3.7036e-05,2.3019e-05,1.3775e-06,0,1.0049e-05,4.7966e-05,6.3453e-05,8.3865e-05,0.00013438,9.0394e-05,0.00027961,0.00087351,9.7928e-05,8.5528e-05,0.00011211,0.00016264,0.00014153,0.00021982,0.00030056,0.00036849,0.00041906,0.00035023,0.00020238,9.3632e-05,0.00013887,0.00010177,3.271e-05,8.5592e-05,0.00020409,0.0001699,0.00048503,0.00013462,0.00012571,0.00045365,0.00054375,0.00029483,0.002839,0.0044972,0.0012107,0.000412,0.00048329,0.00035008,5.023e-05,0.00018675,0.00025606,0.00040027,0.00049298,0.00040448,0.0008106,0.0020178,0.001352,0.00021568,0.00017682,0.00030483,8.7271e-05,0.00017233
4.7734e-05,8.901e-06,1.3882e-05,1.2022e-05,1.8134e-05,2.0086e-05,2.1353e-05,1.8344e-05,1.7772e-05,1.7427e-05,1.9478e-05,2.0791e-05,0.00022252,0.00038113,0.00011227,8.7486e-05,0.00015069,2.6312e-05,3.3234e-05,4.9866e-05,2.9507e-05,9.8489e-05,0.00030126,0.00026233,2.9869e-05,1.3847e-05,2.1667e-05,3.0869e-05,0.00011823,0.00023115,5.5018e-05,4.8534e-05,8.634e-05,0.00013367,0.00016523,0.00015302,0.00014854,0.00014345,0.00022864,0.00015538,0.00013885,0.00010511,9.587e-05,0.00011169,9.9746e-05,5.3197e-05,2.9667e-05,9.3821e-05,7.574e-05,4.058e-05,6.3512e-05,4.5497e-05,4.3419e-05,0,3.8401e-05,0,0.00030061,0.00014456,4.6587e-05,1.7586e-05,3.5374e-05,0,1.1317e-05,2.3871e-05,4.0349e-05,2.8721e-05,5.5062e-05,0.00014014,0.00010984,0.000152,4.7581e-05,8.1733e-05,4.1995e-05,1.2763e-05,2.2836e-06,0,0,0,1.5872e-05,2.9659e-05,5.4958e-05,0.00010018,7.2963e-05,0.00024025,0.0010558,9.4824e-05,5.3485e-05,7.0657e-05,0.00011402,0.00012005,0.00020614,0.00028818,0.00039667,0.00043506,0.00044822,0.00015289,7.6658e-05,8.3874e-05,5.9573e-05,1.6718e-05,5.0193e-05,0.00014013,0.00013456,0.00054908,0.00012845,0.00011623,0.00033437,0.00040693,0.00025199,0.0031882,0.005291,0.0015625,0.0004045,0.00049423,0.00042022,3.7804e-05,0.00011959,0.00016553,0.00030712,0.00037958,0.00030516,0.00061667,0.0023757,0.0017764,0.00025951,0.000153,0.00040731,6.1459e-05,0.00022096
5.0674e-05,8.7278e-06,1.1033e-05,9.7479e-06,1.4596e-05,1.5055e-05,1.1475e-05,1.4885e-05,1.4321e-05,1.6305e-05,1.7133e-05,6.8982e-06,0.0001694,0.00038628,0.00012831,6.534e-05,0.00018422,8.0815e-05,2.0727e-05,4.5654e-05,1.8938e-05,6.7664e-05,0.00029038,0.00028475,3.2977e-05,1.7862e-05,1.4485e-05,2.3091e-05,0.00015731,0.00027621,8.4521e-05,6.0897e-05,8.5466e-05,0.00011408,0.00013237,0.00019096,0.00012688,0.00012107,0.00023552,0.00014611,9.5373e-05,8.7355e-05,9.889e-05,0.00015567,0.00013397,4.6361e-05,2.5568e-05,0.00010459,8.7132e-05,1.6528e-05,3.9162e-05,3.0716e-05,1.8664e-05,0,0.00018847,0.00056284,0.00029433,0.00013289,4.1086e-05,2.7701e-05,4.3358e-05,3.813e-06,1.7867e-05,2.9522e-05,3.5255e-05,1.6074e-05,3.9918e-05,0.00012433,9.5455e-05,0.00015023,5.2107e-05,9.2735e-05,5.2856e-05,2.0293e-05,8.4909e-06,0,0,7.0372e-07,2.2325e-05,3.0292e-05,5.6133e-05,9.656e-05,6.5697e-05,0.00017664,0.0010846,0.00012845,5.7417e-05,7.4932e-05,0.00010716,0.00010877,0.00017617,0.0002447,0.00035986,0.00041979,0.00047281,0.00014398,7.1659e-05,8.359e-05,6.138e-05,1.9668e-05,4.8503e-05,0.00010676,0.00010933,0.00054103,0.00013103,0.00012232,0.00033011,0.00040369,0.00025934,0.0030381,0.0052656,0.0017353,0.00038816,0.00047433,0.00039515,4.1324e-05,8.2017e-05,0.00011266,0.000221,0.00028906,0.00023195,0.00046072,0.0021888,0.0018618,0.00027436,0.00012606,0.0003748,4.5726e-05,0.00020282
7.068e-05,1.3549e-05,2.5877e-05,2.2248e-05,3.3262e-05,3.8595e-05,3.0092e-05,3.087e-05,3.3672e-05,3.1335e-05,3.8179e-05,4.2836e-06,0.0001632,0.00031762,9.3461e-05,8.6797e-05,0.00013532,4.4268e-05,4.5669e-05,6.7875e-05,3.0163e-05,8.6728e-05,0.00025959,0.00024698,3.9523e-05,2.0207e-05,2.7109e-05,5.3184e-05,0.00025697,0.00023438,0.00014563,8.1384e-05,0.00012608,0.00020333,0.00025335,0.00023701,0.00022229,0.00021762,0.0003394,0.00024994,0.00022187,0.0001632,0.00015785,0.00016181,0.00013614,8.6874e-05,5.5438e-05,0.00014783,0.00012268,6.9656e-05,0.00010766,8.1772e-05,7.9383e-05,5.6659e-06,5.6957e-05,6.938e-05,0.0003485,0.00020472,9.0101e-05,3.5574e-05,6.4026e-05,1.6529e-05,3.2404e-05,5.1382e-05,7.1172e-05,4.1663e-05,3.4129e-05,0.00010949,8.939e-05,0.00013026,3.3731e-05,6.8717e-05,5.659e-05,2.1371e-05,6.3909e-06,0,0,0,2.6797e-05,4.4071e-05,7.6339e-05,0.00012988,7.5787e-05,0.00022279,0.00096238,0.00010782,6.8633e-05,8.7798e-05,0.00015092,0.00013583,0.00019393,0.00026628,0.00037242,0.0003872,0.00041335,0.0001805,8.8143e-05,0.00012423,9.0257e-05,1.3638e-05,6.75e-05,0.00019921,0.00015799,0.00048873,0.00011873,0.00011474,0.0004692,0.00055307,0.0003009,0.0028083,0.0046545,0.0014495,0.00036513,0.00043988,0.0003889,4.7607e-05,0.00019183,0.00026386,0.00040432,0.00051185,0.00041801,0.00055015,0.001934,0.0016279,0.00026012,0.00012549,0.00035496,4.6858e-05,0.00018873
5.0814e-05,9.3095e-06,1.4705e-05,1.2475e-05,1.8544e-05,1.8995e-05,9.6138e-06,2.0172e-05,1.8852e-05,2.0861e-05,2.2628e-05,5.5845e-06,0.00018506,0.00037653,0.00011345,8.1899e-05,0.00015842,6.9167e-05,2.3169e-05,4.9671e-05,2.1237e-05,8.5697e-05,0.00029472,0.00026162,3.3727e-05,1.9652e-05,1.4585e-05,2.3967e-05,0.00013971,0.00023675,4.8533e-05,5.1558e-05,9.1103e-05,0.0001334,0.0001641,0.00020249,0.00014807,0.00014338,0.00024808,0.00016481,0.00012211,0.00010641,0.00011454,0.000156,0.00013893,5.4026e-05,2.8389e-05,0.00011209,9.2356e-05,2.8202e-05,5.5894e-05,4.1484e-05,3.3257e-05,0,0.00013652,0,0.00029847,0.00014748,5.4875e-05,3.1618e-05,5.0638e-05,5.1772e-06,2.122e-05,3.6992e-05,4.4359e-05,1.6821e-05,4.8678e-05,0.0001315,0.00010245,0.00013993,4.6026e-05,8.5687e-05,5.4125e-05,1.9693e-05,6.8945e-06,0,0,0,2.3209e-05,3.2841e-05,5.9639e-05,0.0001046,6.7612e-05,0.00021691,0.0010965,0.00010065,5.766e-05,7.6813e-05,0.00011733,0.00011729,0.00018725,0.00026411,0.00037373,0.00043875,0.00045434,0.00014966,7.0737e-05,9.4277e-05,6.6923e-05,1.7498e-05,5.3368e-05,0.00012808,0.00012085,0.0005512,0.00012879,0.00012002,0.00035714,0.00043813,0.00026846,0.0031927,0.0054275,0.0016601,0.00039864,0.00048347,0.00038083,3.1908e-05,0.00010527,0.00014795,0.00026611,0.00033557,0.00026433,0.00056129,0.0022892,0.0017796,0.00022765,0.00014261,0.00036194,5.6218e-05,0.00019857
4.2127e-05,8.7589e-06,2.3161e-05,2.0694e-05,3.0989e-05,3.6388e-05,2.0133e-05,3.4093e-05,3.3996e-05,2.5859e-05,3.0813e-05,4.1991e-06,0.00018292,0.00034577,0.00012057,9.3962e-05,0.000143,2.5633e-05,3.2323e-05,4.7646e-05,2.5252e-05,8.7831e-05,0.00025362,0.00022641,4.1529e-05,2.1799e-05,1.9003e-05,3.0706e-05,0.00010871,0.0001916,6.4755e-05,4.6695e-05,9.3993e-05,0.00016295,0.00021305,0.00014027,0.00019755,0.00018856,0.00024124,0.00020058,0.00019692,0.00014365,0.00011506,0.00012186,0.00012064,7.4294e-05,4.107e-05,0.00010626,9e-05,7.341e-05,0.00010701,7.4595e-05,8.625e-05,1.7439e-05,4.9963e-05,0,0.00027525,0.00019426,9.1248e-05,3.6523e-05,6.056e-05,1.6632e-05,2.7646e-05,5.2421e-05,7.3273e-05,5.3816e-05,6.7295e-05,0.00014019,0.00012109,0.00014774,5.8445e-05,8.2586e-05,5.706e-05,2.9417e-05,1.6914e-05,5.9728e-06,2.7264e-06,8.342e-07,3.1995e-05,5.1614e-05,6.7485e-05,0.00011666,9.0633e-05,0.00025699,0.00092039,0.00010893,7.3e-05,8.7258e-05,0.00014319,0.00014027,0.00021394,0.00029049,0.00038802,0.00042371,0.00041312,0.00018829,0.00010723,0.00012447,9.0807e-05,3.7092e-05,8.585e-05,0.00020839,0.00017453,0.00051812,0.00014898,0.0001406,0.00038345,0.00046299,0.00028921,0.0028976,0.0047192,0.0013773,0.0003858,0.00046182,0.00037257,4.4803e-05,0.00019189,0.00026074,0.00040562,0.00049646,0.00040046,0.00068383,0.0020916,0.001525,0.00022846,0.00015569,0.00033868,6.6038e-05,0.00018349
6.6092e-05,1.4874e-05,1.7611e-05,1.5397e-05,2.4131e-05,2.4288e-05,9.96e-06,2.3644e-05,2.2486e-05,2.9249e-05,3.1559e-05,0,0.00014097,0.0003881,0.00012533,7.1143e-05,0.00018259,5.9234e-05,1.8897e-05,6.1231e-05,1.8567e-05,6.7333e-05,0.00028852,0.00029143,3.9045e-05,2.1322e-05,2.1749e-05,2.193e-05,0.00014155,0.00027922,6.4417e-05,4.1881e-05,9.7978e-05,0.00014362,0.00017056,0.00018709,0.00014784,0.0001471,0.00029126,0.00018612,0.00013834,0.00011216,0.00012629,0.00016277,0.00013319,6.1586e-05,4.0093e-05,0.00014137,0.00012476,4.485e-05,7.0888e-05,5.5439e-05,5.8087e-05,0,0.00024641,4.9656e-07,0.00024351,0.00017038,8.3694e-05,3.3253e-05,5.6843e-05,1.0702e-05,2.2068e-05,3.9734e-05,5.1891e-05,1.5626e-05,2.2171e-05,0.00012273,8.5869e-05,0.000173,4.1397e-05,9.6132e-05,5.3376e-05,2.6746e-05,1.4385e-05,0,0,0,2.6132e-05,3.6124e-05,5.0246e-05,8.1609e-05,5.1912e-05,0.000164,0.0010933,0.00014226,5.6837e-05,6.6434e-05,0.00011111,0.00011091,0.00015871,0.00021772,0.00034606,0.00037681,0.00050829,0.00016234,8.6616e-05,0.00010434,6.5976e-05,1.3026e-05,4.8763e-05,0.00013051,0.00011568,0.00053087,0.00012543,0.00012356,0.00039797,0.00048519,0.000262,0.0028919,0.0051074,0.001828,0.00034638,0.0004322,0.00041255,3.8519e-05,0.0001284,0.00016423,0.00027103,0.00037679,0.0002963,0.0003387,0.0020378,0.0019709,0.00028865,9.296e-05,0.00039752,2.4674e-05,0.00021019
5.0795e-05,1.0382e-05,1.6073e-05,1.3309e-05,2.0553e-05,2.1e-05,8.9923e-06,2.1528e-05,2.0101e-05,2.1453e-05,2.3543e-05,7.6891e-06,0.00019105,0.00037748,0.00011111,8.4117e-05,0.0001506,5.269e-05,2.2592e-05,4.9535e-05,2.2498e-05,8.8709e-05,0.00029483,0.00026009,3.3909e-05,1.9739e-05,1.4839e-05,2.5336e-05,0.00014278,0.00023048,4.6525e-05,4.8735e-05,9.1425e-05,0.00014028,0.00017406,0.00019123,0.00014954,0.0001445,0.00024206,0.00016556,0.0001304,0.00011143,0.00011732,0.00014545,0.00013115,5.354e-05,2.6355e-05,0.00010933,9.0509e-05,3.4634e-05,6.1614e-05,4.443e-05,4.2145e-05,0,0.00012278,0,0.00028251,0.00015497,5.9448e-05,3.0066e-05,5.0342e-05,4.0167e-06,1.8661e-05,3.6307e-05,4.6092e-05,1.5749e-05,4.6998e-05,0.00013393,0.00010137,0.0001431,4.1714e-05,8.4572e-05,4.9871e-05,1.6784e-05,3.8527e-06,0,0,0,1.9302e-05,3.0533e-05,5.5476e-05,0.0001003,6.5292e-05,0.00021759,0.0010951,9.9237e-05,5.3567e-05,7.0496e-05,0.00011394,0.00011506,0.00018423,0.00026114,0.00037576,0.00043561,0.00046247,0.00015068,7.1793e-05,9.3063e-05,6.3674e-05,1.2955e-05,4.9304e-05,0.0001298,0.00011873,0.00054994,0.00012387,0.00011494,0.00035353,0.0004341,0.00025909,0.0031843,0.0054529,0.0017028,0.00039225,0.00047787,0.00038443,3.0853e-05,0.00011194,0.00015545,0.00027568,0.00034934,0.00027073,0.00053009,0.0022852,0.001821,0.00023586,0.00013513,0.00036834,5.2535e-05,0.00020186
4.4081e-05,1.2532e-05,2.1182e-05,1.9244e-05,2.8137e-05,3.4735e-05,2.4349e-05,2.6382e-05,3.0571e-05,2.659e-05,3.3299e-05,6.1164e-06,0.00018196,0.00036693,0.00011356,8.6636e-05,0.00014469,1.2402e-05,3.6755e-05,6.4488e-05,2.345e-05,9.0472e-05,0.0002807,0.00025117,3.8182e-05,1.7827e-05,2.4747e-05,3.1028e-05,0.00011676,0.00021293,5.511e-05,4.4892e-05,9.9308e-05,0.00016109,0.00020543,0.00014043,0.00018156,0.0001728,0.00023456,0.0001859,0.0001867,0.00013924,0.00012653,0.00011525,0.00011065,7.8108e-05,4.7915e-05,0.0001145,9.8551e-05,7.221e-05,9.7663e-05,7.2872e-05,8.3144e-05,1.3708e-05,3.7042e-05,0,0.00023545,0.00019668,0.00010028,3.132e-05,5.4178e-05,1.5218e-05,2.204e-05,3.693e-05,6.8938e-05,5.3619e-05,4.7355e-05,0.00014476,0.00010538,0.00016611,4.5829e-05,8.6453e-05,4.5839e-05,2.9352e-05,2.0969e-05,0,0,0,2.9588e-05,4.9556e-05,5.4925e-05,9.6142e-05,7.2747e-05,0.00024295,0.0010069,0.00010333,6.0684e-05,6.8109e-05,0.00012569,0.00013328,0.00019697,0.00026788,0.00038807,0.00040747,0.00045747,0.00016905,9.6361e-05,0.00010791,7.5402e-05,2.7202e-05,6.9455e-05,0.00019063,0.00016278,0.00052903,0.000133,0.00012553,0.00032525,0.00040839,0.00030002,0.0029617,0.0049634,0.0014995,0.00036037,0.0004456,0.00039994,3.3673e-05,0.00017289,0.00023344,0.00037252,0.0004722,0.00037706,0.00052305,0.0021726,0.0017204,0.00023824,0.00013218,0.00039133,4.8088e-05,0.00021053
